Sample	Genome	Mean	Covered Fraction	Covered Bases	Length	Read Count
17119-05-38-243200077_1.fastq	bin_178	0.0039629573	0.0032115686	9756	3037768	83
17119-05-38-243200077_1.fastq	bin_577	0.00687094	0.006614671	14981	2264814	109
17119-05-38-243200077_1.fastq	bin_154	0.902327	0.22113018	477428	2159036	12789
17119-05-38-243200077_1.fastq	bin_265	0.9159832	0.4209756	993880	2360897	15043
17119-05-38-243200077_1.fastq	bin_183	0.0033388052	0.003033093	6622	2183250	48
17119-05-38-243200077_1.fastq	bin_85	4.912868	0.68417144	2853205	4170307	169962
17119-05-38-243200077_1.fastq	bin_360	0.0031120197	0.0028470787	3634	1276396	28
17119-05-38-243200077_1.fastq	bin_585	0.85214025	0.29915556	624746	2088365	12134
17119-05-38-243200077_1.fastq	bin_55	0.0042196754	0.0030956764	5774	1865182	73
17119-05-38-243200077_1.fastq	bin_508	0.015054449	0.013330926	15430	1157459	117
17119-05-38-243200077_1.fastq	bin_457	0.004918197	0.0047339075	9050	1911740	62
17119-05-38-243200077_1.fastq	bin_439	0.021345332	0.020675907	41582	2011133	293
17119-05-38-243200077_1.fastq	bin_25	0.36528116	0.21707481	1032855	4758060	11797
17119-05-38-243200077_1.fastq	bin_450	0.020582076	0.011247649	27981	2487720	365
17119-05-38-243200077_1.fastq	bin_506	0.0027794973	0.0027833579	7967	2862370	54
17119-05-38-243200077_1.fastq	bin_316	29.14705	0.9995126	2832219	2833600	560577
17119-05-38-243200077_1.fastq	bin_181	0.009261044	0.00843657	26594	3152229	201
17119-05-38-243200077_1.fastq	bin_338	0.20916405	0.16975123	449396	2647380	3748
17119-05-38-243200077_1.fastq	bin_42	0.25639018	0.005473448	13202	2412008	13658
17119-05-38-243200077_1.fastq	bin_63	0.0039552213	0.0035085303	6318	1800754	52
17119-05-38-243200077_1.fastq	bin_279	0.082981594	0.01081867	24429	2258041	1442
17119-05-38-243200077_1.fastq	bin_113	0.015359243	0.013144648	21490	1634886	207
17119-05-38-243200077_1.fastq	bin_129	0.028306004	0.026709173	47513	1778902	363
17119-05-38-243200077_1.fastq	bin_119	61.170788	0.5975251	1620515	2712045	1086473
17119-05-38-243200077_1.fastq	bin_54	4.0035396	0.6328508	1644380	2598369	72630
17119-05-38-243200077_1.fastq	bin_67	0.07523451	0.060341913	178960	2965766	1485
17119-05-38-243200077_1.fastq	bin_281	0.0033039022	0.0031583372	13717	4343108	96
17119-05-38-243200077_1.fastq	bin_101	0.032163005	0.028096	48832	1738041	385
17119-05-38-243200077_1.fastq	bin_260	0.006367517	0.0060188132	14645	2433204	104
17119-05-38-243200077_1.fastq	bin_499	0.017017942	0.016499903	26170	1586070	178
17119-05-38-243200077_1.fastq	bin_386	0.01930595	0.017239476	35755	2074019	270
17119-05-38-243200077_1.fastq	bin_475	0.015285051	0.014793902	29297	1980343	202
17119-05-38-243200077_1.fastq	bin_128	0.009031513	0.007398748	20664	2792905	179
17119-05-38-243200077_1.fastq	bin_185	68.14611	0.6438722	1719491	2670547	1211433
17119-05-38-243200077_1.fastq	bin_580	0.009250461	0.008844478	21125	2388496	151
17119-05-38-243200077_1.fastq	bin_86	1.2626085	0.1989506	359910	1809042	14993
17119-05-38-243200077_1.fastq	bin_326	0.019330325	0.011631755	28119	2417434	335
